"well" "hyvin"
"cooties" "löydöt"
"vaccination" "rokotus"
"pokey" "hidas"
"angst" "ahdistus"
"kissing" "suuteleminen"
"gagging" "tukehtuminen"
"grossed" "ansaitsi"
"morrison" "Morrison"
"sistas" "sisaret"
"nature" "luonto"
"bra" "rintaliivit"
"boobies" "tissit"
"reaping" "korjaamisen"
"spanking" "selkäsauna antaminen"
"bi" "bi"
"polar" "napainen (Finnish)"
"romances" "romanssit"
"ringwald" "kirkkaanpunainen"
"span" "ulottua / n noun, RGB(0, 0, 255), aikaväli"
"kennedy" "nimi"
"donnas" "donnat"
"brandon" "brandon"
"crackhead" "huumeriippuvainen"
"candles" "kynttilät"
"cigarettes" "tupakka"
"elliot" "Elliot"
"mi" "minua"
"familia" "perhe"
"hats" "hatut"
"hemp" "hamppu"
"necklaces" "kaulakorut"
"adidas" "Adidas"
"vibrations" "värähtelyt"
"photographs" "valokuvat"
"galleries" "galleriat"
"rental" "vuokra"
"stores" "varastot, varastotila"
"tropical" "trooppinen"
"smoothie" "sileäksi sekoitettu juoma"
"saltwater" "suolavesi"
"scent" "tuoksu"
"sunrises" "auringonnousut"
"spinach" "pinaatti"
"swooping" "leijuminen"
"tres" "kolme"
"damnit" "saatana"
"remix" "remix, remiksoida"
"flamboyant" "pramea"
"sparkly" "kimalluva"
"hairbrush" "hiusharja"
"jewelry" "korut"
"worn" "kulunut"
"zodiac" "eläinradan"
"ju" "jo"
"bracelet" "rannekoru"
"necklace" "kaulakoru"
"kisses" "suudelmat"
"hazelnut" "hasselpähkinä"
"creams" "voiteet"
"ooooh" "ihastuneena."
"skirts" "hameet"
"khaki" "khaki-väri"
"flares" "soihdut"
"cologne" "hajuvesi"
"perfume" "hajuvesi"
"dior" "diori"
"stereo" "stereolaitteisto"
"en" "-ssa"
"vogue" "muoti"
"belly" "vatsa"
"halter" "kaula-aukko johon liittyy solmui tai nauha"
"skirt" "hame"
"slit" "viilto"
"flip" "kääntää"
"flops" "flop"
"braids" "letit"
"foundation" "perusta"
"brow" "otsa"
"lipstick" "huulipuna"
"lip" "huuli / nuolaista"
"gloss" "kiilto"
"controlling" "hallitseva"
"bailed" "pantattu"
"donut" "munkki"
"vanilla" "tavanomainen, perinteinen"
"upcoming" "tuleva"
"nachos" "nachot"
"deathly" "kuolemanvakava"
"incense" "suitsuke"
"flamingo" "flamingo"
"chinchilla" "chinchilla"
"cities" "kaupungit"
"seattle" "Seattle"
"papi" "isä"
"refined" "jalostettu"
"vice" "pahe"
"versa" "vastaan"
"grandma" "isoäiti"
"complimented" "kehuttu"
"embarrassed" "nolostunut"
"purse" "kukkaro"
"upsets" "suututtaa"
"diary" "päiväkirja"
"fold" "taitteleminen"
"underwear" "alusvaatteet, alushousut"
"rented" "lainattu"
"fuckin" "saatanallinen, ärsyttävä"
"uhhh" "pohdinta"
"piercings" "lävistykset, korvakorut"
"tattoos" "tatuointi"
"angel" "enkeli"
"nape" "niskanseudut"
"coasters" "alustat"
"cursive" "kursiivinen"
"donor" "luovuttaja"
"fist" "nyrkki"
"arrested" "pidätetty"
"gazillion" "valtava määrä"
"targets" "tavoitteet"
"chairman" "puheenjohtaja"
"joint" "liitos"
"chiefs" "päälliköt"
"explosions" "räjähdykset"
"baghdad" "Bagdad"
"skies" "taivaat"
"tiffany" "tiffany-lasi"
"demonstration" "esittely"
"sample" "näyte"
"allure" "viehätysvoima"
"incurable" "parantumaton"
"adore" "ihailla"
"tokens" "juhlarahat"
"cuddling" "halaaminen"
"celebrated" "juhlittu"
"kisser" "suukko"
"fondle" "hyväillä"
"orgasmic" "orgasmin kaltainen"
"mutual" "keskinäinen"
"masturbation" "itsetyydytys"
"satisfying" "tyydyttävä"
"telegraph" "sähkölähettimen"
"sensuality" "aistillisuus, eroottinen tunnelma"
"quickie" "pikapano"
"seductions" "viettelykset"
"erotic" "eroottinen"
"dosent" "dosentti"
"strongest" "vahvin"
"jj" "JJ"
"sweetie" "kulta"
"nosy" "utelias"
"boarder" "vuokralainen/koukku"
"41" "neljäkymmentäyhdeksän"
"seemingly" "näennäisesti"
"vocab" "sanasto"
"latin" "latinalainen"
"conundrum" "pulma"
"attending" "osallistuva"
"detrimental" "haitallinen"
"sanity" "järki"
"elizabeth" "Elisabet"
"tortured" "kidutettu"
"650" "650"
"bathed" "kylpenyt"
"thier" "heidän"
"downfall" "tuho"
"mash" "muussata"
"champagne" "samppanja"
"honeymoon" "häämatka"
"cooter" "slang term for vagina, "
"hott" "kuuma"
"isn" "ei ole"
"hotter" "kuumempi"
"bonfire" "kokko"
"hoodies" "hupparit"
"breast" "rinta"
"connotation" "sävy"
"skip" "jättää väliin"
"everythings" "kaikki"
"pepsi" "pepsi"
"laughin'" "nauraa"
"geek" "nörtti"
"losers" "häviäjät"
"cheat" "huijata"
"cruisin'" "ajelu"
"economics" "taloustiede"
"comics" "sarjakuvat"
"losin'" "menettäminen"
"goof" "hölmö"
"pep" "vireys"
"untill" "kunnes"
"hows" "miten, kuinka"
"shitty" "paskainen"
"avril" "Avril"
"lavigne" "lavendelinsävyinen"
"natasha" "Natashat"
"ahha" "ahahaa"
"boobs" "tissit"
"anna" "Anna (fi.)"
"mixed" "sekoitettu"
"secrets" "salaisuudet"
"confuse" "sekoittaa"
"cruel" "julma"
"destructive" "tuhoisa"
"careless" "huoletonta"
"sheathe" "piilottamaan"
"bully" "kiusaaja"
"mic" "mikrofoni"
"makin'" "tekeminen"
"salute" "tervehdys/kunnia"
"drag" "vetää, raahata"
"pencils" "lyijykynät"
"principles" "periaatteet"
"whop" "mätkähtää, läimäyttää"
"mangle" "runneltava, silpaistava"
"machete" "viidakkoveitsi"
"bang" "pamahdus"
"coma" "kooma"
"reconstructive" "uudelleenrakentava"
"surgeries" "leikkaukset"
"drench" "kastuminen, kastella"
"sentimental" "sentimentaalinen"
"ver" "anna (verbi)"
"ura" "ura"
"bitchy" "ilkeä"
"whore" "huora"
"deteriorated" "heikentynyt"
"occasions" "tilanteita"
"tendencies" "taipumukset"
"nowadays" "nykyään, näinä päivinä"
"takin" "ottanut"
"bullshit" "paskapuhe."
"cock" "kukko"
"sucking" "imevä"
"bow" "jousi"
"checks" "tarkastukset"
"backside" "takapuoli"
"woop" "huutaa riemusta"
"demise" "loppu"
"predicted" "ennustettu"
"musicians" "muusikot"
"hittin" "lyömään"
"justified" "oikeutettu"
"stripped" "riisuttu"
"pipes" "putket"
"dixie" "etelä-amerikka"
"chicks" "tipuja"
"sirens" "sireenit"
"harmonies" "harmoniat"
"embody" "ilmentää"
"disappoint" "pettyä"
"phenomenal" "upea"
"riffs" "kitarariffit"
"classy" "tyylikäs"
"styles" "tyylit"
"diana" "Diana (nimi)"
"krall" "kuninkuus"
"paris" "Pariisi"
"smokiest" "savuisin"
"billie" "Billie"
"nora" "Nora"
"numba" "numero"
"rush" "kiire"
"blink" "vilkkua (silmällä)"
"gimmick" "hoksu"
"sublime" "ylevä"
"meanings" "merkitykset"
"pressures" "paineet"
"matchbox" "tulitikkuaski"
"beck" "Beck, siirtovirta"
"define" "määritellä"
"mold" "muotti"
"hype" "kohu/kiihottaa"
"pretense" "tekosyy"
"sweats" "hikoiluvaatteet"
"auto" "auto"
"theater" "teatteri"
"paramount" "erittäin tärkeä / ylin"
"sport" "urheilu"
"burger" "hampurilainen"
"bam" "pam (lyhenne)"
"pow" "voima"
"vibe" "tunnelma, viba"
"negativity" "negatiivisuus"
"stake" "panos"
"stanley" "Stanleyn"
"clarity" "selkeys"
"barbie" "barbie-nukke"
"olivia" "naisen nimi"
"rewarding" "palkitseva"
"summers" "kesät"
"pegasus" "pegasos, lentävä hevonen"
"ro" "rekisteröinti"
"kudos" "kunnianosoitus"
"niki" "Nikin kenkä"
"huddy" "huppari"
"unbelievable" "uskomaton"
"milkshakes" "maitokeittoja"
"emma" "tyttö"
"rides" "ratsastaa"
"trips" "matkat"
"wally" "seinämaalaus, hämmennys"
"simone" "simula"
"morris" "Morris (paikannimi)/kouluhuussi (slangikieltä)"
"jen" "sitten"
"gossip" "juoru"
"complaints" "valitukset"
"gangstas" "gangsterit"
"wimp" "pelkuri"
"mangos" "mangot"
"costa" "Costa (fi.)"
"rica" "Rica (fi.)"
"mango" "mango"
"float" "kellumassa"
"motion" "liike"
"lecturing" "luennoiminen"
"bling" "nättely"
"natalie" "lahjakas"
"clang" "pamahtaa"
"brighter" "kirkastaa"
"levis" "Levi's"
"hs" "huippusalainen"
"hyper" "hyperaktiivinen"
"absolute" "absoluuttinen"
"kelly" "Kelly"
"bonkers" "sekaisin"
"borders" "rajat"
"denim" "farkkukangas"
"indian" "intialainen"
"leaned" "nojasi, kallistui"
"dozen" "tusina"
"rec" "vastaanotettu"
"temporarily" "väliaikaisesti"
"gorgeous" "upea"
"brunette" "brunette"
"streaky" "raitainen"
"chubby" "pyöreäposkinen"
"hips" "lantio"
"stride" "askel"
"curl" "kierre/kierähtää"
"waist" "vyötärö"
"kiddies" "lapset"
"greg" "Greg"
"pimpin" "pimpin (satula)"
"dads" "isät"
"suburbia" "lähiö"
"preppy" "verkka"
"ronnie" "nimi"
"muppet" "epäonninen, hölmö henkilö"
"somethin" "jotakin"
"courtney" "courtney"
"licks" "nuolla"
"pounds" "punnat"
"rouse" "herättää"
"virginia" "Virginia"
"carwash" "autopesula"
"lesbian" "lesittynyt"
"initiation" "aloitus"
"whys" "miksi (mietelause)"
"wrists" "ranteet"
"jamie" "Jamie"
"arguably" "kiistatta-kuitenkin"
"adds" "lisäykset"
"mystique" "kiehtova salaperäisyys"
"mortals" "ihmiset"
"ives" "ives"
"documentary" "dokumentti"
"dazzled" "häikäisty"
"spontaneously" "spontaani"
"hunting" "metsästää"
"surveys" "kyselytutkimukset"
"heavier" "raskaampi"
"likeable" "miellyttävä"
"aha" "juuri niin"
"technological" "teknologinen"
"melanie" "Melani"
"carousel" "karuselli"
"assertive" "itsevarma"
"lists" "listat"
"drinking" "juominen"
"crawl" "ryömiä"
"kate" "pukeutuminen"
"poppy" "poppi"
"goddesses" "jumalattaret"
"broadway" "broadway"
"judgement" "tuomio"
"bestfriends" "parhaat ystävät"
"bloomed" "kukkinut"
"makeout" "hengailla tai suudella intohimoisesti"
"sings" "laulaa"
"charles" "karhunpentu"
"patsy" "hölmö"
"bulimia" "bulimia"
"starving" "nälkäinen"
"tacos" "taco"
"puked" "oksettaa"
"disorder" "häiriö"
"anorexic" "anorektinen"
"caroline" "Caroline"
"wisdom" "viisaus, tieto"
"hicks" "maalaiset"
"jno" "JNO (Juuri nyt olettaen)"
"pessimist" "pessimisti"
"indie" "indie"
"confess" "tunnustaa"
"dorm" "asuntolap"
"joyful" "iloinen"
"crew" "miehistö"
"happenings" "tapahtumia"
"panama" "Panama (maa)"
"madden" "häiritä"
"bellagio" "kasinokaupunki"
"follower" "seuraaja"
"crave" "himoita"
"succeed" "onnistua"
"unfulfilled" "täyttymätön"
"rot" "mätä"
"eaten" "syöty"
"dorky" "nörttimäinen"
"monroe" "elokuvatähti"
"elvis" "Elvis (nimi)"
"barker" "huutajaspar"
"ripped" "repeytynyt/repäisty"
"pantyhose" "stay-upit"
"distinctly" "selvästi"
"stockings" "sukkahousut"
"slice" "leikata viipaleiksi"
"nyu" "NYU; New Yorkin yliopisto"
"transcript" "ärillinen kopio"
"cafe" "kahvila"
"thinkin" "ajatteleva"
"croft" "maatila"
"clenched" "kiristynyt"
"wolverine" "ahma"
"auditioning" "koekuvaus"
"burnett" "keuhkopuu"
"rapping" "räppäämässä"
"inn" "sisään"
"vocals" "laulutuotanto"
"beatbox" "beatbox"
"eryn" "rakkauden kaudet"
"mia" "melankolia"
"facing" "kohtaaminen"
"snappy" "napakka"
"comeback" "paluu"
"stunned" "järkyttynyt"
"enigmatic" "arvoituksellinen"
"56" "56"
"rae" "Rae (naisen tai miehen nimi)"
"pretending" "teeskentelevän"
"unsaid" "sanomattomaksi jäänyt"
"meg" "minulle"
"mamacita" "Mamacita"
"thurr" "siellä"
"jan" "tammikuu"
"bitching" "valittaminen"
"pms" "kuukautiskierto"
"fabulous" "upea"
"degrassi" "Degrassi"
"craig" "Craig"
"activist" "aktivisti"
"gangsta" "gangsteri"
"addict" "addikti"
"emcee" "juontaja"
"unit" "yksikkö"
"duh" "tietty"
"yo" "hei"
"deer" "peura"
"sear" "poltettu, poltinmerkki"
"peer" "kurkistaa"
"uh" "huh"
"theory" "teoria"
"communism" "kommunismi"
"sho" "kenkä"
"dawg" "koira"
"keenan" "innokas"
"heritage" "perintö"
"persian" "persialainen"
"sausage" "makkara"
"superstar" "supertähti"
"affect" "vaikuttaa"
"bedtime" "nukkuma-aika"
"collapse" "romahtaa"
"suv" "maastoauto"
"mcdonalds" "McDonald's"
"nike" "Nike"
"chucks" "kompurointi"
"lipton" "teepussi"
"cappuccino" "cappuccino"
"sailor" "merimies"
"occasionally" "silloin tällöin"
"generally" "yleisesti"
"thunderstorms" "ukkosmyrsky"
"drums" "rummut"
"chardonnay" "Chardonnay"
"fondue" "juustofondu"
"oreos" "Oreo-keksit"
"sushi" "sushi"
"skating" "luistelu"
"homemade" "kotitekoinen"
"brownies" "suklaa-mutakakut"
"dyed" "värjätty"
"stolen" "varastettu"
"borrowing" "lainaus"
"intent" "tarkoitus"
"blushes" "punastelut"
"trashed" "roskaantunut"
"intoxicated" "humaltunut"
"flirt" "flirttailla, hurmata"
"fickle" "oikukas"
"unable" "kyvytön"
"madagascar" "Madagaskar"
"baggy" "löysä"
"bottoms" "pohja/umpipohjaiset housut"
"briefs" "alushousut"
"currents" "virtaavat / virtaukset"
"hoodie" "huppari"
"placid" "tasainen tai rauhallinen"
"perks" "edut"
"wallflower" "seinäruusu"
"refreshment" "virvokkeet"
"watered" "kasteltu"
"charlene" "Charlesin naispuolinen muoto"
"doin'" "tekemässä"
"morton" "Morton"
"broom" "luuta"
"sweep" "pyyhkiä"
"pillowcase" "tyynyliina"
"klan" "klan"
"permeate" "tunkeutua"
"scissor" "sakset (yks/tie)"
"megalomaniac" "megalomaaninen"
"maniac" "hullu"
"appendages" "lisäkkeet"
"edumacation" "koulutus"
"folding" "taittelu"
"designated" "määrätty"
"buzzed" "humalassa"
"wine" "viini"
"johnathan" "(mahdollinen henkilön nimi)"
"flute" "huilu"
"antisocial" "antisosiaalinen"
"borderline" "raja/rajalla"
"narcissistic" "itserakas"
"obsessive" "pakkomieltä"
"deconstruct" "dekonstruoida"
"campbell" "teltta"
"chillin" "rentoutuminen"
"phillips" "Phillips"
"joints" "jointit"
"mechanical" "mekaaninen"
"eraser" "pyyhekumi"
"hardcore" "kova"
"fucked" "perseestä"
"ellis" "Ellis"
"marijuana" "marihuana"
"1500" "tuhatviisisataa eli fiksu/oppinut"
"expulsion" "karkottaminen"
"tracks" "radat"
"motherfucker" "saatana"
"cigarette" "savuke"
"ridiculously" "naurettavasti"
"obscene" "säädytön"
"gabrielle" "Gabrielle"
"hump" "kyhmy; kyttyrä"
"cushions" "tyynyt"
"underneath" "alla"
"snorting" "nuuskuttaminen"
"cushion" "tyyny"
"pockets" "taskut"
"shirts" "paidat"
"chaining" "kahlita"
"officers" "viranomaiset"
"sedated" "rauhoittaa / rauhoittunut"
"faced" "kohdata"
"moral" "moraalinen"
"sniff" "nuuskia"
"glue" "liima"
"ihop" "International House of Pancakes"
"sandwiches" "voileipä"
"basement" "kellarikerros"
"swapping" "vaihtaminen"
"manly" "miehekäs"
"georgia" "Georgia (valtio Yhdysvalloissa)"
"sober" "raittius"
"charlie" "kirjain C, (sotilastermeissä) vastapuoli/vihollinen"
"daria" "antaa"
"grass" "ruoho"
"gel" "tulee"
"edgy" "terävä"
"centering" "keskittymä"
"increasingly" "yhä enemmän"
"roles" "roolit"
"worker" "työntekijä"
"evangelists" "evankelistat"
"bums" "lököperät"
"arm" "käsivarsi"
"strolling" "käveleminen"
"downtown" "kaupungin keskusta"
"fountains" "suihkulähteet"
"blanking" "tyhjäävä"
"ans" "vastaus"
"posters" "tumma turkoosi, julisteet"
"automatically" "automaattisesti"
"erased" "pyyhitty pois"
"absorbed" "imeytyä"
"millionaire" "miljonääri"
"overnight" "yhden yön aikana"
"greed" "ahneus"
"stevie" "Stevie"
"excuse" "tekosyy"
"oil" "öljy"
"badass" "röyhkeä"
"prez" "presidentti"
"hillary" "Hillary"
"financial" "taloudellinen"
"ross" "Ross"
"perot" "korruptio"
"altering" "muuttaminen"
"substances" "aineet"
"contemplate" "pohtia"
"inferno" "tulipyörre"
"banished" "karkotettu"
"eigth" "kahdeksasosa"
"matched" "yhteensopiva"
"purgatory" "kiirastuli"
"limbo" "limbo"
"lustful" "himokas"
"prodigal" "tuhlaileva"
"gloomy" "synkkä"
"treacherous" "petollinen"
"macaulay" "Macaulay"
"culkin" "Culkin"
"asta" "tämä"
"johnson" "johnson; sukunimi tai lyhenne"
"meredith" "Meredith (nimi)"
"decks" "kannet"
"acrylic" "akryylia"
"dictionaries" "sanakirjat"
"snowboard" "lumilauta"
"buffy" "vaaleanruskea"
"slayer" "surmaaja"
"peanut" "maapähkinä"
"dazzle" "häikäistä"
"pulls" "vetää"
"flames" "liekit"
"blunt" "tylsä/tehdä tylsäksi"
"pause" "tauko"
"laws" "lait"
"lapdance" "sylihypyn"
"slave" "orja"
"britney" "houkutteleva"
"sabotage" "sabotointi"
"beastie" "mölyapina (slang term for a loud and uncivilized person)"
"kanye" "Kangas"
"tainted" "saastunut, turmeltunut, tahrattu"
"soft" "pehmeä"
"prince" "prinssi"
"doves" "kyyhkyt"
"maroon" "purppura"
"fiona" "fiona (a name)"
"rebellion" "kapina"
"zeppelin" "zeppeliini"
"hines" "nuori mies"
"def" "tiimitanssijoiden käyttämä lyhenne, "
"contest" "kilpailu"
"jimi" "Jimi"
"hendrix" "Hendrix"
"jimmy" "avata taitavasti"
"pistols" "pistoolit"
"nirvana" "nirvana"
"endearing" "rakastettava"
"ramones" "Ramones (yhdysvaltalainen punkrock-yhtye)"
"clash" "yhteenotto"
"kinks" "koukero"
"riot" "mellakka"
"loverboy" "rakastavaispoika"
"sabbath" "sapatti"
"ozzy" "Ozzy (nickname for Ozzy Osbourne, musician)"
"pixies" "keijut"
"foo" "rahaa"
"dolls" "nuket"
"dylan" "Dylan"
"jim" "Jaska"
"orgy" "orgiat"
"dominatrix" "dominoiva"
"penis" "penis"
"buildings" "rakennukset"
"hetero" "hetero"
"chin" "leuka"
"marlboro" "Marlboro"
"sadness" "suru"
"nail" "kynsi"
"salons" "kauneushoitolat"
"lotion" "lotion"
"drum" "rumpu"
"solos" "yksin"
"headphones" "kuulokkeet"
"ruling" "hallitseminen"
"alabama" "Alabama"
"royally" "kuninkaallisesti"
"reeling" "pyörryttävä"
"takeout" "ulosotto"
"smartass" "nokkela älykkö"
"unbelievably" "uskomattomalla tavalla"
"temperatures" "lämpötila"
"breakfasts" "aamiaiset"
"waffle" "vohveli"
"dressing" "pukeutuminen"
"princess" "prinsessa"
"reigning" "hallitsee"
"eccentric" "eksentrinen"
"aka" "toisin sanoen"
"willy" "Willy"
"dipshit" "pölkkypää"
"romantically" "romanttisesti"
"untrue" "epätotta"
"compliments" "kehut"
"bestow" "myöntää"
"pal" "ystävä"
"vinyl" "vinyyli"
"records" "ennätykset"
"fortunes" "fortuunat"
"duper" "suurenmoinen"
"backseat" "takapenkki"
"babysitting" "lastenhoito"
"techniques" "tekniikat"
"jordan" "Jordan-merkin urheiluvaatteet"
"singers" "laulajat; laulajia"
"peppermints" "piparminttukarkki"
"torturing" "kiduttaminen"
"whispering" "kuiskaten"
"concerts" "konsertit"
"gasp" "henkäistä"
"poodle" "Poodle, vaaleanvioletti"
"hamster" "hamstrata"
"stoned" "pilvessä (in a state of being high)"
"wanders" "harhailee"
"fluffy" "pörröinen"
"heterosexual" "heteroseksuaalinen"
"hakuna" "hakuna"
"matata" "matata"
"transvestites" "transvestiitit"
"monopoly" "monopolipeli"
"concerning" "koskien"
"officer" "upseeri"
"anime" "anime"
"honorary" "kunniaksi"
"prep" "valmisteleva"
"hobbit" "hobbitti"
"roberts" "Roberts (henkilön sukunimi)"
"lauren" "ei suomennosta"
"taylor" "räätäli"
"culp" "syyllisyys"
"nicole" "Nicole"
"threatening" "uhkaava"
"intimidating" "pelottava"
"bears" "karhut"
"esther" "Esteri"
"homicidal" "murhaava"
"weapon" "ase, aseistus"
"213" "kaksisataakolmetoista"
"enlarge" "suurennus"
"pill" "pilleri"
"178" "satakahdeksankymmentäkaksi"
"347" "kolmesataaseitsemänkymmentäneljä"
"insanity" "hulluus"
"rubbing" "hierominen"
"liquor" "väkevät juomat"
"pothead" "kannabinoidiryhmä"
"veronica" "Veronica"
"survey" "kysely, tutkimus"
"unnamed" "nimettömät"
"rogers" "Rogers, näyttelijä"
"terry" "Terry"
"grier" "Grier"
"banning" "kieltäminen"
"premises" "tilat tai liiketila"
"petitions" "vetoomukset"
"rule" "hallita"
"vital" "elintärkeä"
"crusade" "ristiretki"
"afford" "varaa"
"poverty" "köyhyys"
"turmoil" "sekasorto"
"footwear" "kenkäpari"
"suburban" "esikaupunki-"
"lexi" "sanakirja"
"hottie" "kuumis"
"polish" "kiillottaa"
"construction" "rakentaminen"
"ape" "apina"
"monster" "peto /hirviö"
"defeat" "voittaa/hävitä"
"booger" "nenäkakka"
"129" "129"
"blond" "vaalea"
"slim" "hoikka"
"urban" "kaupunki-"
"ashtray" "tuhkakuppi"
"merchandise" "kauppatavara"
"heroin" "heroiini"
"carol" "Carol"
"arc" "kaarikulma"
"cleopatra" "Kleopatra"
"photograph" "valokuva"
"cult" "kultti"
"jenna" "Jenna"
"accomplice" "apuri/tukija"
"brawl" "tappelu"
"zorro" "zorro"
"mer" "meri"
"katy" "Katy"
"lebanon" "Libanon"
"disciple" "opetuslapsi"
"choir" "kuoro"
"review" "arvostelu / tarkastelu"
"musicals" "musikaalit"
"diamonds" "timantit"
"salon" "salonki"
"cunt" "pillu"
"ham" "kinkku"
"bikes" "polkupyörät"
"freestyle" "vapaamuotoinen esiintyminen"
"paintball" "paintball (ei suomenkielinen käännöstä)"
"guitar" "kitara"
"illinois" "Illinois"
"pronounced" "ilmaistu selkeästi, korostunut"
"milestone" "virstanpylväs, merkkipaalu"
"injured" "loukkaantunut"
"pumpkin" "kurpitsa"
"boyish" "pojallinen"
"idiocy" "typeryys"
"bats" "lepakot"
"softball" "palloilulaji"
"hits" "lyö"
"eyebrow" "kulmakarva"
"trail" "polku"
"gauze" "side"
"pong" "pingis"
"hockey" "jääkiekko"
"stiff" "jäykkä"
"backrub" "takaisin hieroa"
"grandfather" "isoisä"
"graduation" "valmistuminen"
"soiled" "likainen"
"pardon" "Anteeksi/ Mitä/ Häh"
"horror" "kauhu"
"fogged" "samea"
"leak" "vuotaa"
"lifestyles" "elämäntavat"
"abnormal" "epänormaali"
"illiterate" "lukutaidoton"
"deranged" "sekaisin"
"mutant" "muunneltu, mutantti"
"goons" "roistot"
"weirdos" "outolinnut"
"strip" "riisua"
"calvin" "kalvin{in tyylit})"
"engage" "osallistua"
"zebra" "seepra"
"tug" "vetäjä"
"wrestler" "painija"
"reproduce" "lisääntyä"
"spill" "kaataa"
"guts" "sisälmykset"
"warmer" "lämpenevä"
"nicknames" "lempinimet"
"sambo" "(yhdistelmäsana "
"samurai" "samurai"
"ninjas" "ninja soturit"
"fu" "turha"
"superman" "supervoima, yli-inhimillinen"
"stocking" "sukkahousut"
"supermans" "supermanit"
"poetry" "runous"
"juices" "mehut"
"virtue" "hyveellisyys"
"wield" "käyttää"
"pedal" "poljin"
"neighborhood" "naapurusto"
"misty" "sumuinen"
"mist" "sumu"
"fort" "linnoitus"
"panther" "pantteri"
"prowling" "vaanimaan"
"shone" "loisti"
"mowed" "niitetty"
"whispers" "kuiskaus"
"rumblings" "jyrinä"
"memorable" "ikimuistoinen"
"river" "joki"
"deserts" "autiot"
"surround" "ympäröidä, ympäröivä"
"heights" "korkeudet"
"cliffs" "kallioita"
"caves" "luolat"
"hike" "vaellus/nousu"
"heavens" "taivas"
"yards" "jaardit"
"chasing" "jahtaa"
"frogs" "sammakot"
"fireflies" "tuliperhoset"
"butterfly" "perhonen"
