"hey" "hei"
"jo-" "jo-"
"-se" "-se"
"bermuda" "Bermuda"
"498embed" "498upotus"
"shadyd" "vilpillinen"
"raggin" "rapaa"
"ringleader" "johtaja"
"galf" "greippi"
"advisory" "neuvoa-antava"
"freest" "vapauttaa"
"you125embed" "sinäbetoniupotus"
"ensue" "seurata"
"sieve" "siivilä"
"balderdash" "hölynpölyä"
"thyroid" "kilpirauhanen"
"pigsties" "sikolätit"
"eyesores" "silmätaudit"
"backspins" "taaksekierteet"
"african-americans" "afroamerikkalainen"
"acclimated" "akklimatisoitunut"
"segregated" "eristetty"
"section-eightd" "kahdeksastoistaluokkaa"
"biases" "ennakkoluuloja"
"bootstraps" "saapasremmit"
"dangerfield" "vaaratila"
"build270embed" "rakennetaan270upotus"
"w-h-i-" "w-h-i-"
"t-e" "t-e"
"kaniff" "rehuaa"
"squinted" "siristeli"
"indo-scented" "trooppinen tuoksu"
"y2k" "vuosituhannen vaihde"
"man-oh-man" "Voi Voi"
"boy-boy-boys" "poikapoika"
"girls-girls-girls" "tyttötyttö"
"oink-oink-oink" "mölinä-mölinä"
"doink-doink-doink" "naputtaminen"
"you120embed" "upottaa"
"reunions" "paluujuhlia"
"big-dog-style" "isot koiratyyli"
"util" "käyttö"
"babysitted" "hoitamaan"
"overhand" "yläniskalenkki"
"hollow-points" "onttopisteitä"
"laminates" "laminoida"
"raw-dog" "raakakoirat"
"gnawed" "kaluttu"
"goozer" "liima"
"ladi-dadi" "heilauta"
"ak-ron" "akron"
"wristin" "ranteessa"
"equinox" "tasapäiväntasauksessa"
"raleys" "raleys"
"stingin" "ärsyttämään"
"bodyin" "vartaloitunut"
"slaughterin" "teurastavainen"
"svengali" "taikurimestari"
"kindergartner" "eskarilapsi"
"kevorkians" "kevorkia"
"wards" "osastot"
"uterus" "kohtu"
"lubricant" "voiteluaine"
"tightwad" "kitsaallinen, pihi"
"tripod" "jalustalla seisova, kolmijalka"
"scrunch" "rutistaa, puristaa"
"lunge" "loikata, syöksähtää"
"anns" "neidot"
"knee-highs" "ylipolven sukat"
"straitjackets" "pakkopaita"
"ass-dicks" "takapuolen kikkareet"
"gastric" "vatsa-"
"boys74embed" "poikien leikkikenttä"
"komodo" "komodolisko"
"loco-motive" "vinksahtanut veturi"
"spasm" "kouristus"
"padawan" "oppipoika"
"docile" "kiltti, kuuliainen"
"ram-page" "riehakkuus, ryntäily"
"despondent" "alakuloinen, toivoton"
"beat-killing" "sydäntä särkevä"
"rebuked" "nuhdeltu, moitittu"
"pleasured" "tyydytetty, mielihyvää tuottava"
"father-and-son" "isä ja poika"
"a-ppealed" "vetoava, vetoava"
"bloodies" "veriseen"
"cold-cocked" "pamautti"
"brain-dead" "aivokuollella oleva, hölmö"
"predicting" "ennustava"
"142embed" "sisään upotettu numero 142"
"feuded" "riidoitellut, tapellut"
"doody" "kakka"
"debacle" "katastrofi, fiasko"
"thesaurus" "synonyymisanakirja"
"pantaleo" "Pantaleo"
"trayvons" "Trayvons"
"suppressant" "tukahduttaja"
"remorseful" "katumuksesta"
"morsel" "mureneminen"
"contortionist" "akrobaatti"
"misogynistic" "naisvihamielinen"
"gobs" "länttejä"
"throbbin" "jytisevä"
"derogatives" "loukkauksia"
"launches" "lanseeraa"
"frostin" "pakkanen"
"kents" "Kent"
"sparxxx" "Sparxxx"
"causer" "aiheuttaja"
"crosser" "ylittäjä"
"shadiest" "varjoisin"
"rainmans" "Rainmans"
"hoffmans" "Hoffmans"
"reclaim" "saavuttaa uudelleen"
"waistband" "vyötärö"
"stagehand" "lavakädellinen"
"pre-arrange" "ennakkosuunnittelu"
"three-inch" "kolmen tuuman"
"see-and-say" "katso ja sano"
"dashs" "pellavapalloja"
"anthonys" "Anthonys"
"stayfree" "huolettomasti"
"unfasten" "avaa"
"cu-macho" "macho"
"stylistics" "stylistiikka"
"e-y-e" "silmä"
"kibitz" "kibitsointi"
"ejector" "tiesulkija"
"thrill-seek" "jännityksen etsijä"
"barfly" "baarikärpänen"
"complexities" "monimutkaisuudet"
"ewedihalehu" "ewedihalehu"
"yene" "yene"
"konjo" "konjo"
"ewedihalehu147embed" "ewedihalehu147embed"
"brainiac" "aivosakseli"
"disinfects" "desinfioi"
"disconnects" "kytkee irti"
"contamination" "saastuminen"
"examination" "tutkimus"
"car-tunes" "ajosävelet"
"lamination" "laminointi"
"nar-er-ration" "nar-ra-ble"
"mince" "siivu"
"jeep-full" "jeep-täysi"
"intimidator" "pelottelija"
"simulator" "simulaattori"
"eliminator" "eliminaattori"
"venereal" "sukupuolitautinen"
"thesisll" "väitöskirja"
"acappella" "a capella"
"telekinesis" "telekinesia"
"instrumentally" "instrumentaalisesti"
"laquan" "Laquan"
"breonna" "Breonna"
"atatiana" "Atatiana"
"rayshard" "Rayshard"
"you132embed" "sinä132upotus"
"transitioned" "siirtynyt"
"butthurt" "pyllykipuinen"
"hind-ends" "miinasta"
"jordan-like" "jordanmainen"
"alzheim" "Alzheim"
"toll-free" "maksuton"
"half-wits" "puolitaitavat"
"scoffing" "pilkkaaminen"
"mousetraps" "hiirenloukku"
"vacuuming" "imurointi"
"tattooing" "tatuointi"
"ahmaud" "Ahmaud"
"arbery" "Arbery"
"carotid" "kaulavaltimon"
"rager227embed" "bile227upotus"
"hallucinogens" "hallusinogeenit"
"bow-out" "luovuttaa"
"headstrong" "itsepäinen"
"upstaged" "kunnioitettu"
"cynics" "kyynikot"
"criticsll" "arvostelijat"
"farina" "mannasuurimo"
"gilberts" "Gilberts"
"silverscreen" "hopeakangas"
"rockys" "Rockys"
"dramatical" "dramaattinen"
"romantical" "romanttinen"
"laughable" "naurettava"
"uncrackable" "murtumaton"
"49er" "49er"
"half-alive" "puoliksi elossa"
"knows128embed" "tietää 128 upotusta"
"aspergers" "Aspergerin syndrooma"
"frizzin" "pörröisyys"
"prizm" "prismi"
"revels" "nauttii"
"masochism" "masokismi"
"a-part" "erikseen"
"sashayed" "astelee"
"ultra-violet" "ultraviolettisäteily"
"purplish" "violettihko"
"ndamukong" "ndamukong"
"cougars" "pumppitar"
"indigestion" "ruoansulatushäiriö"
"kaopectate" "käpektirit"
"spectate" "katsoa"
"headcase" "sekopää"
"migraines" "migreenit"
"g-i-a-n-t" "jätti"
"p-i-e" "piirakka"
"h-e" "hee"
"155embed" "155 upotusta"
"e-n-v-e-lope" "kirjekuori"
"ides" "ides"
"eight-nine" "kahdeksan-yhdeksän"
"bumpkin" "maalainen"
"tupperware" "tupperware-astiasto"
"plasticware" "muovitarvikkeet"
"snagged" "tarttunut"
"drag-races" "kiihdytysajot"
"skag" "skandi"
"hecks" "hitto"
"britannica" "britannian tietosanakirja"
"parameters" "parametrit"
"crammin" "ahkera"
"peeves" "närkästys"
"mosey" "änktäillä"
"yogurt" "jogurtti"
"front-row" "eturivi"
"costcos" "costco-myymälät"
"yelawolfs" "yelawolf-räppäri"
"coveted" "himoitut"
"shrubbery" "pensasaita"
"subdivision" "asuntoalue"
"91embed" "91upotettu"
"spiralled" "spiraalille"
"circlin" "kiertäen"
"hussy-ass" "hävytön v****u"
"scuzzes" "likaiset tyypit"
"bics" "sytyttimet"
"catchweight" "koottu paino"
"auto-tunes" "auto-tune"
"kilpatrick" "kilpatrickin pihvi"
"lighters120embed" "120-upotettu sytytin"
"texter" "tekstari"
"ink-pen" "mustekynä"
"flashcard" "kuvakortti"
"re-hatch" "uudelleenkylmennys"
"wasp" "ampiainen"
"stampin" "leimaaminen"
"daniel-san" "Daniel-kanava"
"whacks" "iskeminen"
"jack-offs" "itsetyydytys"
"pseudonym" "nimimerkki"
"bowel" "suolet"
"metamucil" "kivennäisaine"
"224embed" "224upotus"
"arraignment" "syytteeseenpano"
"lobbyin" "lobbaaminen"
"dismemberin" "jäseninä"
"chainsawin" "moottorisaha"
"xeroxing" "kopiointi"
"groggy" "tokkurainen"
"reprehensible" "paheksuttava"
"misconducts" "rikkomukset"
"mcconnell" "Mcconnell"
"pizzicato" "pizzicato"
"ivanka" "Ivanka"
"melania" "Melania"
"handies" "käsipalaa"
"zanny" "ihmeellinen"
"battin" "lyöminen"
"longleg" "pitkäjalkainen"
"hamtramck" "Hamtramck"
"overhaul" "korjaus"
"plotll" "juoni"
"lyric-kicker" "sanojen potkija"
"west-coaster" "länsirannikon edustaja"
"thiefs" "varkaat"
"yaowa" "hienoa!"
"olajuwons" "Olajuwonit"
"do-or-die" "elämä ja kuolema"
"telescopes" "teleskoopit"
"cyber-sexin" "kyber-seksi"
"squeegees" "squeegeet"
"joell" "Joell"
"shell-toed" "kuorilevy"
"frigging" "pirullinen"
"hick" "moukka"
"hicc-ups" "hikat"
"x-y-z" "x-y-z"
"i-n-g" "i-n-g"
"posdnuos" "Posdnuos"
"tonsil" "kitarisat"
"fuel91embed" "Polttoaineen 91 sisältymä"
"da-duh-duh-da-da" "da-duh-duh-da-da"
"manhoods" "miehekkyys"
"victd" "Victd"
"buries" "hautaa"
"pigeonholed" "lokitettu"
"lunchline" "ruokajono"
"chainsaws" "moottorisahat"
"hedge-trimmin" "pensasleikkaus"
"predicaments" "vaikeat tilanteet"
"wuss" "kukkopoika"
"d-doing" "tekeminen"
"ring-a-chong" "rengas-a-chong"
"a-ching-chong-chong-chong-ching" "a-ching-chong-chong-chong-ching"
"wholesome" "suloisen hyvä"
"bum-bums" "takapuolet"
"hah61embed" "hah61upotus"
"wents" "meni"
"self-empowerment" "itsestä voimaantuminen"
"underwent" "kävi läpi"
"isaac" "Iisak"
"eachd" "joka"
"year-old" "vuotias"
"deangelo" "DeAngelo"
"grandkids" "isovanhemmat"
"85embed" "85upotus"
"perfectness" "täydellisyys"
"in-depth" "syvällinen"
"divorcing" "avioero"
"vindictive" "kostonhaluinen"
"life111embed" "life111upotus"
"boogie-oogie-oogie" "boogie-oogie-oogie"
"hair-triggers" "hiusten liipaisin"
"dogg-ay" "koira-tyyppi"
"yeah86embed" "yeah86upotus"
"konvicts" "vangit"
"putty-cat" "kissanraato"
"ho-in" "huoraukset"
"oh-oh-oh-oh-oh58embed" "oh-oh-oh-oh-oh58upotus"
"unlyrical" "epäsäännöllinen"
"rapmobile" "rapmobile"
"skratch" "naarmuuntunut"
"piklz" "pikkelsi"
"crapped" "kaadettu"
"prowings" "siipikärpäsiä"
"slinkys" "hidastuksessa"
"cunnilingus" "suuseksiä"
"butterfingers" "kömpelö käsien"
"nuthouse" "mielisairaala"
"stepparent" "uusperhe"
"x-clan" "X-heimolle"
"headstand" "päällä seisoessa"
"w-w-w-why" "miksi syyn"
"wetlands" "kosteikkoalueilla"
"marsh94embed" "soidinperi"
"capellas" "capellas"
"albas" "albesse"
"adat" "adat"
"soundcheck" "äänitarkistuksiin"
"artis" "väärennetyt"
"popularest" "suosituin"
"98embed" "koodi"
"four-inch" "nelituumainen"
"sacha" "sacha"
"pre-kane" "ennen-kane"
"beatboxer" "beatboxaaja"
"wilkes" "wilkes"
"tusks" "lonkat"
"semill" "siementä"
"bathwater" "kylpyveden"
"sponsorin" "sponsorin"
"skirt-chasing" "hörhökävely"
"unplugging" "irti ottaminen"
"sweeties" "suloiset"
"forcibly" "pakottavasti"
"re-find" "uudelleen löytäminen"
"lp2" "levysoitin 2"
"156embed" "156 upotettua"
"convulsing" "kouristava"
"freckled" "pisamainen"
"corny-lookin" "maissinen näköinen"
"ornery" "äkäinen"
"brawny" "lihaksikas"
"appendix" "liite"
"grader" "arvioija"
"damage71embed" "vaurioittaa 71 upotettua"
"envisioning" "ennakointi"
"brinkley" "Brinkley"
"decals" "tarroja"
"dnall" "DNA: lta"
"distinctly" "selvästi"
"averys" "Averys"
"incumbent" "(vaalikampanjan) virassa oleva"
"twirler" "pyöräyttäjä"
"disassembled" "purettiin"
"remainin" "jäännös"
"implications" "vaikutukset"
"continuin" "jatkuminen"
"insinuations" "vihjaukset"
"framed187embed" "aseteltu 187 upotuksella"
"disinfectant" "desinfiointiaine"
"codeword" "salasana"
"reggies" "rekisterinumero"
"basedgod" "peruspersoona"
"godbody" "jumalallinen ruumis"
"originator" "alkuperäinen ajattelija"
"zillow" "taloarvostelusivusto"
"roomin" "huonekalujen sisustaminen"
"prepaid" "etukäteen maksettu"
"diadora" "urheilukenkämerkki"
"ellesses" "laina- ja vuokranantajien yhdistys"
"lessees" "vuokraajat"
"begrudges" "kadehtii"
"ilena" "nimi"
"butt-fuckin" "perseestä"
"brandishin" "heiluttaminen"
"discharges" "purkaminen"
"acquittal" "vapautuminen"
"roomba" "robotti-imuri"
"scolded" "torutti"
"nine-tenths" "yhdeksän kymmenestä"
"it120embed" "imb-bet-120-siirros"
"bu-bu-bu-bu-bu-bu-bu-bu-but" "mutta"
"rope-a-dope" "narulla heiluttaminen"
"g-g-goes" "menee"
"one-two-three" "yksi-kaksi-kolme"
"chk-chk" "tarkistusääni"
"zantac" "närästyslääke"
"antacid" "happosalpaaja"
"gluteus" "pakaralihas"
"maximus" "suurin."
"herringbones" "kalanruotokuvio"
"5-to-9" "päivätyö"
"da-dun" "paukahdus"
"stymied" "estetty"
"vilify" "mustamaalata"
"conniving" "juonitteleva"
"k-solo" "sooloesitys"
"utfo" "U.T.F.O. (rap-yhtye)"
"schoolly" "koulumainen"
"yz" "YZ (rap-artisti)"
"chi-ali" "Chi-Ali (rap-artisti)"
"prt" "PR-T (defensiivinen tilastomerkintä amerikkalaisessa jalkapallossa)"
"yah65embed" "Yah65 Embed (ytimen sisäänrakennettu testiohjelma)"
"swatters" "aseella lyövä"
"destroyin" "tuhoava"
"rewound" "kelannut takaisin"
"cinderfella" "hölmöllä tavalla rikastunut"
"lame-o" "tylsimys"
"potatos" "perunat"
"man103embed" "Man103 Embed (ytimen sisäänrakennettu testiohjelma)"
"instinctive" "vaistomainen"
"cowell" "Cowell (sukunimi)"
"hruh" "hruh (tuntematon äännähdys)"
"larynx" "kurkunpää"
"effin" "helkkarin"
"skechers" "Skechers (kenkämerkki)"
"barometric" "ilmapuntariin liittyvä"
"dispense" "jakaa"
"pinpoint" "paikallistaa"
"built-in" "sisäänrakennettu"
"cani-bitch" "koiratytär"
"aw-a-aw-ch-a-aw" "jee-jee-jee-jee"
"do-si-do" "kääntö-kiertäminen"
"senates" "senaattoreiden"
"sunburnt" "auringonpolttelema"
"band-camp" "bändileiri"
"hijackin" "kaappaaminen"
"amtraks" "junamatkaaja"
"inhumane" "epäinhimillinen"
"arraigned" "syytetty"
"yada-yada" "jne-jne"
"hem-de-lay-la-la-la" "heididei-la-la-la"
"oochie-walla-walla" "oi-hoi-la-la"
"um-da-dah-da-dah-da" "um-da-da-da-da-da"
"gotta-gotta" "saada-saada"
"monotony" "yksitoikkoisuus"
"hun-ga-ry" "nälkäinen"
"ass-fucking" "perse-penetraatio"
"fan-a-bitch" "fani-huora"
"canada-bis" "kanadalaiset"
"109embed" "109upottaa"
"high-steppin" "korkealla-etenevä"
"recitin" "lausuminen"
"bi-polar" "kaksisuuntainen"
"k-marts" "K-maailmat"
"apostrophe" "aposfäärin"
"wrote84embed" "kirjoitti84upottaa"
"pathfinders" "polkuetsijäin"
"autograph-signers" "nimikirjoitusten-allekirjoittajat"
"half-pinters" "puolilintualkopersoonat"
"nodoz" "piriste"
"drews" "liiketoiminta"
"flailing" "voimaton"
"tailwind" "takatuuli"
"255embed" "upottaa"
"lyckety-splyt" "loistava"
"wickedly" "pahasti"
"spickety" "terävä"
"mile29embed" "upottaa"
"infucktion" "infektio"
"zolofts" "lääkitys"
"axel" "offensiivinen"
"paxil" "masennuslääke"
"alexandra" "nimi"
"d-nice" "hauska"
"in-nn" "taloudellinen"
"crawlspace" "ryömimis-tila"
"taxidermist" "eläinten täyttäjä"
"heimlich" "tainnuttaa"
"sedate" "tainnuttaa"
"sssshit" "kirosana"
"pissedofferson" "vihainen henkilö"
"bornana" "hulluus"
"thor-like" "voimakas"
"bltses" "sukset"
"cohorts" "ryhmä"
"barshall" "baarihalli"
"blowhard" "tuulimylly"
"run-ins" "törmäykset"
"5-0s" "poliisit"
"hannibals" "hannibalismin värittämä"
"galifianakis" "galifianakisilta"
"vacants" "tyhjät"
"magnavox" "magnavoxilta"
"stairmaster" "portaanhallitsijalta"
"thereafter" "tämän jälkeen"
"maxes" "maksimilta"
"oshkoshes" "oshkoshilta"
"crotches" "häpyluilta"
"swatch" "värimallilta"
"parkas" "anorakilta"
"overstaffed" "ylitehtynä"
"nutbag" "pähkinäpussilta"
"affable" "ystävällinen"
"dispenser" "automaatilta"
"flaunts" "esittelee"
"malignaggi" "malignaggilta"
"misogynist" "naisvihaajalta"
"faceplants" "kasvot edellä maahan"
"shoplift" "varastaa kaupasta"
"five-finger" "viiden sormen"
"thievery" "varkailta"
"ramsey" "ramseyltä"
"condit" "conditilta"
"lamars" "lamarsilta"
"na-ah" "ei-pä-ole"
"sociopath" "sosiaalipsykopaatilta"
"schnoz" "nenältä"
"sampling" "näytekokoon"
"squier" "squierilta"
"unholstered" "vapaana, aseeton"
"imposin" "vaikuttava, vaikuttava"
"throes" "kivuliaat vaiheet, kuoleman kourissa"
"anthill" "muurahaispesä, kuhina"
"maple-flavored" "vaahterasiirappia maustettu, vaahterasiirappi makuinen"
"143embed" "upotettu, upotettu"
"lyricstelevision" "sanoitusten, sanoitustelevisio"
"pickled" "säilötty, marinoitua"
"bronzed" "pronssin ruskea, kullanruskea"
"autographed" "omistuskirjoituksella varustettu, omistuskirjoituksella varustettu"
"pussy-whipped" "alistettu, alistettu"
"eenee-meenee-meini-mo" "Eenee-Meenee-Mini-Mo, Eenee-Meenee-Mini-Mo"
"75embed" "upotettu, upotettu"
"ruxpin" "lelu, Ruxpin-lelu"
"anys" "tätä, tätä"
"felch" "harjata, harjata"
"felched" "harjattu, harjattu"
"felching" "harjaus, harjaus"
"yelping" "kiljumassa, kiljuminen"
"insane66embed" "hulluksi tullut, hulluksi tuleminen"
"mid-thirties" "keski-ikäinen, keski-ikäinen"
"thready" "langankaltaiset, langallinen"
"intubated" "intuboitu, intuboitu"
"palp" "tunnusteltu, tunnusteltu"
"diaphoretic" "hikinen, hikoileva"
"aspirated" "aspiratoitu, aspiratoitu"
"eta" "arvioitu saapumisaika, ETA"
"buccaneers" "merirosvoja, merirosvoja"
"half-buzzed" "puoliksi humalassa, puoliksi juovuksissa"
"twelve-noon" "puolilta päivin, kaksitoista päivällä"
"chinky-eyed" "kiinalaisista silmistä kertova, vinosti silmillään katsova"
"affinity" "taipumus, läheisyys"
"foulplay" "vilpillisyys, epärehellisyys"
"laimbeer" "henkilö tai esine, joka on samankaltainen kuin Bill Laimbeer (entinen NBA-koripalloilija)"
"loathin" "vastahakoinen, inhoava"
"vegas227embed" "Las Vegasista inspireoitunut, sisällytetty (mahdollisesti digitaalinen tietosisältö)"
"granting" "myöntävä"
"re-meet" "tapaamisessa uudelleen tapahtuva"
"triangles" "kolmion muotoiset esineet tai asiat, kolmiokuvio"
"scarsll" "arpia täynnä oleva, arpinen"
"truths37embed" "totuuksia tai totuuteen liittyvä sisältö, sisällytetty (mahdollisesti digitaalinen) esitys"
"canvases" "kanvasta muistuttavia pintoja, mahdollisesti taideteoksia"
"doodlin" "piirustusmaista ja rentoa tekemistä"
"interrupts" "keskeyttävä, katkaiseva, keskeytymä"
"ringers" "valehtelijoita, teeskentelijöitä"
"t-e-r" "mahdollinen lyhenne jostain sanasta tai nimi"
"u-s-e" "käyttöä, käytettävyys"
"soldering" "juottamista, yhdistämistä"
"appliance" "sähkölaitetta, kodinkonetta"
"psychotically" "psykoottisesti, mielisairaan tavoin"
"havell" "mahdollinen nimi tai paikka"
"dzhokhar" "mahdollinen nimi"
"tsarnaev" "mahdollinen sukunimi"
"saberless" "ilman miekkaa oleva, olematta kykenevä taistelemaan"
"dahmer-like" "Jeffrey Dahmerista muistuttava, hänen kaltaisensa"
"arkham" "Arkhamin kaupunki Lovecraftin kirjallisuudessa"
"139embed" "mahdollisesti numeroita tai digitaalisesti sisällytetty tieto"
"mou" "mahdollinen lyhenne jostain sanasta tai nimi"
"intensities" "intensiteetin tasoja tai voimakkuuksia"
"heightened" "korostettu, lisätty"
"dope-heady" "huumaavasti"
"know57embed" "tieto57liittää"
"cornea" "sarveiskalvo"
"applauding" "aplodeeraava"
"aloe" "aloe"
"lanolin" "lanoliini"
"panellin" "paneelautuva/-na"
"dismantlin" "purkaen"
"contusions" "mustelmat"
"and-a-half" "ja-puoli"
"blood-curdling" "veren-hyydyttävä"
"107embed" "107liitettävä"
"chem-le-le-le-le-le-le-le" "kem-le-le-le-le-le-le-le"
"le-le" "li-li"
"chem-le-le-le-ne-miah-nuf-niah" "kem-le-le-le-ne-miah-nuf-niah"
"ne-nish" "ne-nish"
"mid-twenties" "keski-kolmekymppinen"
"degradin" "degradoiva"
"equator" "päiväntasaaja"
"fenkell" "fenkell"
"meyers" "meyers"
"stinkin-ass" "löyhä-arvon"
"bmi" "painoindeksi"
"shaqs" "shaqs"
"smacker" "suupalan"
"luni" "luni"
"yukmouth" "yukmouth"
"superintendents" "superintendentit"
"cahoots" "yhteen-kuuluvassa"
"carlisle" "carlisle"
"po-" "ex-"
"-lite" "-ma"
"dictio-nary" "sanakirja"
"enigma" "arvoitus"
"edumacator" "opettaja"
"metham-" "meta-"
"-phetamines" "-amfiinit"
"exam-ed" "tentittävä"
"heart-throb" "sydäntenmurskaaja"
"ob-" "vastaan"
"-ject" "-otin"
"wal-" "seinä-"
"-mart" "-purtava"
"mud-slingin" "mutaa heittelevä"
"blood-flingin" "verta heittelevä"
"ya74embed" "sinä74upotettava"
"tical" "-tainen"
"stillborns" "kuolleena syntyneet"
"trugoy" "truhoy"
"93embed" "yhdeksänkymmentäkolmeupotettava"
"extents" "laajuudet"
"extensive" "laaja"
"psychological" "psykologinen"
"censorship" "sensuuri"
"chris-stiff-pher" "kris-kankea-filosofi"
"25-cent" "25senttiä"
"luthor" "luottorikollinen"
"homosexual" "homoseksuaalinen"
"putt-putt" "putt-putt"
"butt-butt" "takatinka-takatinki"
"lethals" "tappavia"
"street-muscle" "katulaivaa"
"acid-washed" "happopestyä"
"gratiot" "kiitosta"
"nevitt" "raivostuttava"
"entrepo-po" "välikohta-po"
"severing" "katkaisu"
"toe-sies" "varpaiden tiputtamista"
"yodeling" "jodlausta"
"rosey" "ruusullista"
"pasting" "liimaamista"
"shrines" "pyhäkköjä"
"neurofens" "neurofenejä"
"neurosurgeon" "neurokirurgi"
"lured" "houkutteli"
"mulch" "multaa"
"mildrid" "mieto"
"emceesll" "emceeseitä"
"fricasseed" "paistettua"
"-live" "elossa"
"this-a" "tämä-a"
"disa-" "hajoava"
"-ppeared" "kadonnut"
"hyperdrive" "hyperajoa"
"smidgen" "hippunen"
"freshd" "raikasta"
"bee-" "mehiläinen-"
"smithe-" "takomista"
"-reens" "puutarhoja"
"guillotines" "giljotiineja"
"dunked" "upottaa, dunkattu"
"solitar" "yksinäinen"
"confinement" "suljetuissa tiloissa olo, vangitsevuus"
"nutjob" "hullu"
"afeni" "vartija"
"brewsters" "panimo omistaja"
"gun-shy" "aseella pelokas"
"woo80embed" "hurmata"
"teste" "testi"
"ipad" "iPadien"
"unsuccessfully" "epäonnistuneesti"
"instrus" "tunkeilija"
"mini-bars" "minibaarit"
"damnedest" "perkeleen"
"whippersnappers" "nuoriporukat"
"amygdala" "mantelitumake"
"hippocampus" "hippokampus"
"barnacle" "simpukankuori"
"snidey" "ilkeä"
"stormless" "myrskytön"
"scoreless" "maaliton"
"iota" "johtolanka"
"eastside136embed" "itäisen alueen 136 upotettua"
"ednas" "Edna"
"krypton-ite" "kryptonittia"
"envisionin" "visualisointi"
"budgin" "liikutella"
"koppin" "selli"
"dominance" "hallitsevuus"
"alis" "epäilys"
"micsll" "mikkejä"
"edgewise" "reunoja pitkin"
"meijers" "Meijer"
"appliances" "kodinkoneet"
"dryers" "kuivaajat"
"go-rilla" "gorilla"
"chicka-ch-ch-chill" "chillaus"
"z-z-zero" "nolla"
"kn-kn-kneel" "polvistua"
"goodwill-will" "hyvinkaa"
"desalvo" "Desalvo"
"gone62embed" "mennyt62upottamalla"
"zombie-ie-ie" "zombi"
"reoccurring" "uudelleen esiintyvä"
"oh120embed" "oh120upottaa"
"executions" "teloitukset"
"high-powered" "suuritehoinen"
"qualifies" "kelpuuttaa"
"bacdafucup" "palaapaskasta"
"chka-chka-onyx" "onyx"
"cheddars" "cheddarjuusto"
"credda" "Creda"
"pbbt" "pfft"
"cant-believe-that-nigga-said-that-shit" "en voi uskoa että se äijä sanoi tuon paskan"
"m-16s" "M-16-kiväärit"
"clints" "Clinttien"
"43embed" "43upottaa"
"butt-chin" "perseleuka"
"whac-a-mole" "mene poikkeen-Napsauta-Muurahaismätäs tai Rakennuttaja-leikki"
"trident" "kolmihaarainen viikinkiase"
"norse" "viikinkimainen"
"at-point" "täsmällinen"
"swordfightin" "miekkailu"
"songwritin" "laulunteko"
"apb" "etsintäkuulutus"
"gadsden" "lippu, johon on painettu käärme ja teksti "
"tubb" "iso amme"
"klutz" "kömpelö"
